COUNTY NUMBER,PRECINCT CODE,PRECINCT NAME,REGISTERED VOTERS TOTAL,BALLOTS CAST TOTAL,BALLOTS CAST BLANK,DEM No,DEM Yes,OVER VOTES,UNDER VOTES,Winning Candidate,Winning Party
COLLIN,253,PCT 253,3323,660,0,17,386,0,8,DEM Yes,DEM
COLLIN,254,PCT 254,1278,252,0,5,137,0,1,DEM Yes,DEM
COLLIN,255,PCT 255,3471,920,0,28,390,2,17,DEM Yes,DEM
COLLIN,256,PCT 256,892,266,0,3,71,0,2,DEM Yes,DEM
COLLIN,257,PCT 257,1504,338,0,9,183,0,5,DEM Yes,DEM
COLLIN,258,PCT 258,2929,922,0,23,451,1,19,DEM Yes,DEM
COLLIN,259,PCT 259,3700,994,0,30,425,0,16,DEM Yes,DEM
COLLIN,26,PCT 026,1283,307,0,5,163,0,5,DEM Yes,DEM
COLLIN,260,PCT 260,471,125,0,2,25,0,2,DEM Yes,DEM
COLLIN,261,PCT 261,3199,855,0,9,355,0,13,DEM Yes,DEM
COLLIN,262,PCT 262,2921,789,0,8,433,0,22,DEM Yes,DEM
COLLIN,263,PCT 263,2212,502,0,11,241,0,11,DEM Yes,DEM
COLLIN,264,PCT 264,3836,1108,0,18,434,0,18,DEM Yes,DEM
COLLIN,265,PCT 265,0,0,0,0,0,0,0,DEM Yes,DEM
COLLIN,268,PCT 268,0,0,0,0,0,0,0,DEM Yes,DEM
COLLIN,269,PCT 269,0,0,0,0,0,0,0,DEM Yes,DEM
COLLIN,27,PCT 027,2773,710,0,9,312,1,12,DEM Yes,DEM
COLLIN,270,PCT 270,2,0,0,0,0,0,0,DEM Yes,DEM
COLLIN,271,PCT 271,995,229,0,9,128,0,4,DEM Yes,DEM
COLLIN,272,PCT 272,1,0,0,0,0,0,0,DEM Yes,DEM
COLLIN,273,PCT 273,285,98,0,2,20,0,1,DEM Yes,DEM
COLLIN,274,LB01,0,16,0,0,0,0,0,DEM Yes,DEM
COLLIN,275,LB02,0,0,0,0,0,0,0,DEM Yes,DEM
COLLIN,276,LB03,0,339,0,9,218,0,14,DEM Yes,DEM
COLLIN,277,LB04,0,0,0,0,0,0,0,DEM Yes,DEM
COLLIN,28,PCT 028,3522,966,0,18,456,0,17,DEM Yes,DEM
COLLIN,281,LB08,0,0,0,0,0,0,0,DEM Yes,DEM
COLLIN,284,LB11,0,0,0,0,0,0,0,DEM Yes,DEM
COLLIN,29,PCT 029,3623,758,0,13,258,0,11,DEM Yes,DEM
COLLIN,3,PCT 003,2965,535,0,20,378,0,24,DEM Yes,DEM
COLLIN,30,PCT 030,1016,220,0,7,111,0,3,DEM Yes,DEM
COLLIN,31,PCT 031,2026,779,0,13,311,0,23,DEM Yes,DEM
COLLIN,32,PCT 032,2441,870,0,15,400,1,17,DEM Yes,DEM
COLLIN,33,PCT 033,4155,1071,0,25,435,0,14,DEM Yes,DEM
COLLIN,34,PCT 034,4313,1097,0,26,571,0,41,DEM Yes,DEM
COLLIN,35,PCT 035,1828,486,0,4,107,0,3,DEM Yes,DEM
COLLIN,36,PCT 036,1977,659,0,10,200,0,20,DEM Yes,DEM
COLLIN,37,PCT 037,2848,729,0,8,123,0,2,DEM Yes,DEM
COLLIN,38,PCT 038,4307,823,0,17,479,1,24,DEM Yes,DEM
COLLIN,39,PCT 039,2935,711,0,14,415,1,18,DEM Yes,DEM
COLLIN,4,PCT 004,4215,1062,0,19,412,0,8,DEM Yes,DEM
COLLIN,40,PCT 040,3518,1072,0,18,376,0,16,DEM Yes,DEM
COLLIN,41,PCT 041,1971,681,0,13,162,2,4,DEM Yes,DEM
COLLIN,42,PCT 042,2426,516,0,11,151,0,7,DEM Yes,DEM
COLLIN,43,PCT 043,3457,757,0,27,442,1,13,DEM Yes,DEM
COLLIN,44,PCT 044,1629,347,0,9,164,0,9,DEM Yes,DEM
COLLIN,45,PCT 045,3469,1056,0,18,352,0,15,DEM Yes,DEM
COLLIN,46,PCT 046,3122,832,0,20,507,0,25,DEM Yes,DEM
COLLIN,47,PCT 047,2558,824,0,24,455,0,16,DEM Yes,DEM
COLLIN,48,PCT 048,3672,1162,0,17,633,0,29,DEM Yes,DEM
COLLIN,49,PCT 049,2350,834,0,9,386,0,12,DEM Yes,DEM
COLLIN,5,PCT 005,1033,321,0,8,111,0,4,DEM Yes,DEM
COLLIN,50,PCT 050,3269,660,0,21,401,0,26,DEM Yes,DEM
COLLIN,51,PCT 051,1844,403,0,13,230,0,16,DEM Yes,DEM
COLLIN,52,PCT 052,4708,1243,0,22,525,0,20,DEM Yes,DEM
COLLIN,53,PCT 053,2220,719,0,13,336,0,12,DEM Yes,DEM
COLLIN,54,PCT 054,3599,858,0,21,543,0,21,DEM Yes,DEM
COLLIN,55,PCT 055,4035,1047,0,24,685,0,26,DEM Yes,DEM
COLLIN,56,PCT 056,3527,886,0,20,351,1,13,DEM Yes,DEM
COLLIN,57,PCT 057,1596,354,0,9,159,0,5,DEM Yes,DEM
COLLIN,58,PCT 058,3511,930,0,27,479,0,31,DEM Yes,DEM
COLLIN,59,PCT 059,3956,1089,0,30,448,0,22,DEM Yes,DEM
COLLIN,6,PCT 006,1666,376,0,5,207,0,7,DEM Yes,DEM
COLLIN,60,PCT 060,3381,1103,0,15,342,1,15,DEM Yes,DEM
COLLIN,61,PCT 061,1668,622,0,10,241,0,15,DEM Yes,DEM
COLLIN,62,PCT 062,2447,784,0,20,412,0,21,DEM Yes,DEM
COLLIN,63,PCT 063,2006,725,0,12,263,0,12,DEM Yes,DEM
COLLIN,64,PCT 064,2530,719,0,15,334,0,16,DEM Yes,DEM
COLLIN,65,PCT 065,1195,337,0,9,154,0,12,DEM Yes,DEM
COLLIN,66,PCT 066,2162,590,0,11,288,0,14,DEM Yes,DEM
COLLIN,67,PCT 067,2876,855,0,19,418,0,28,DEM Yes,DEM
COLLIN,68,PCT 068,1992,572,0,11,307,0,15,DEM Yes,DEM
COLLIN,69,PCT 069,3834,1268,0,28,551,0,26,DEM Yes,DEM
COLLIN,7,PCT 007,1500,420,0,13,197,0,12,DEM Yes,DEM
COLLIN,70,PCT 070,1857,610,0,10,267,0,8,DEM Yes,DEM
COLLIN,71,PCT 071,1781,606,0,9,286,0,20,DEM Yes,DEM
COLLIN,72,PCT 072,1698,524,0,8,219,0,11,DEM Yes,DEM
COLLIN,73,PCT 073,1859,445,0,13,276,0,11,DEM Yes,DEM
COLLIN,74,PCT 074,1964,533,0,5,239,0,12,DEM Yes,DEM
COLLIN,75,PCT 075,2293,677,0,8,288,0,7,DEM Yes,DEM
COLLIN,76,PCT 076,3249,1054,0,17,447,0,28,DEM Yes,DEM
COLLIN,77,PCT 077,3593,987,0,20,533,0,16,DEM Yes,DEM
COLLIN,78,PCT 078,4723,1191,0,29,706,1,24,DEM Yes,DEM
COLLIN,79,PCT 079,2684,639,0,9,320,0,9,DEM Yes,DEM
COLLIN,8,PCT 008,5899,1286,0,37,601,0,22,DEM Yes,DEM
COLLIN,80,PCT 080,3559,987,0,27,436,0,33,DEM Yes,DEM
COLLIN,81,PCT 081,2879,808,0,27,414,0,24,DEM Yes,DEM
COLLIN,82,PCT 082,2894,725,0,22,378,0,14,DEM Yes,DEM
COLLIN,83,PCT 083,4290,1162,0,23,402,0,14,DEM Yes,DEM
COLLIN,84,PCT 084,2563,757,0,13,345,0,14,DEM Yes,DEM
COLLIN,85,PCT 085,3406,949,0,28,543,0,18,DEM Yes,DEM
COLLIN,86,PCT 086,2963,918,0,15,405,0,23,DEM Yes,DEM
COLLIN,87,PCT 087,3623,425,0,8,221,0,15,DEM Yes,DEM
COLLIN,88,PCT 088,1434,241,0,5,155,0,6,DEM Yes,DEM
COLLIN,89,PCT 089,3183,844,0,13,368,1,33,DEM Yes,DEM
COLLIN,9,PCT 009,4208,963,0,10,507,0,12,DEM Yes,DEM
COLLIN,90,PCT 090,3135,1010,0,16,285,0,19,DEM Yes,DEM
COLLIN,91,PCT 091,2310,717,0,15,368,0,22,DEM Yes,DEM
COLLIN,92,PCT 092,4696,967,0,30,522,0,20,DEM Yes,DEM
COLLIN,93,PCT 093,304,82,0,0,10,0,0,DEM Yes,DEM
COLLIN,94,PCT 094,4211,1308,0,37,626,1,26,DEM Yes,DEM
COLLIN,95,PCT 095,3082,827,0,20,402,0,20,DEM Yes,DEM
COLLIN,96,PCT 096,1452,246,0,6,141,0,3,DEM Yes,DEM
COLLIN,97,PCT 097,1316,538,0,6,103,0,6,DEM Yes,DEM
COLLIN,98,PCT 098,1603,409,0,17,184,0,7,DEM Yes,DEM
COLLIN,99,PCT 099,567,109,0,6,58,0,4,DEM Yes,DEM
